unique_identifier,region,seoul_metro_area,n_fam_members,n_under_age10,live_toge_couple,both_work,only_man_works,only_woman_works,both_dont_work,GENDER_RESP,AGE_RESP,HOUSE_TYPE,HOUSE_TYPE2,HOUSE_SQ_METER,HOUSE_RENT,HOUSE_RENT2,HOUSEHOLD_INC,TIME_SHORTAGE,WORK_GIVEUP,WORK_GIVEUP2,HOW_TIRED,REASON_TIRED,REASON_TIRED2,SATIS_LIFE,SATIS_LEISURE,SATIS_HOUWORK_DIVISION,GENDER_ROLE,edu_level,working_status,reason_not_working,working_field,position_type,hired_status,working_time,weekly_worktime,week_sidejob_worktime,dayoff_type,health_status
10401,34,N,4,2,Y,Y,N,N,N,1,37,2,APT,112,1,OWN,9,2,1,WORK,2,1,WORK,2,3,2,3,5,1,,PUBLIC,office_worker,1,1,40,0,2,3
10535,34,N,2,0,Y,Y,N,N,N,1,37,2,APT,84,1,OWN,6,2,1,WORK,2,1,WORK,4,2,3,4,4,1,,WHOLESALE_RETAIL,simple_worker,1,1,54,0,3,3
10558,34,N,2,0,Y,Y,N,N,N,2,37,2,APT,82,1,OWN,9,1,1,WORK,1,1,WORK,3,3,1,4,3,1,,WHOLESALE_RETAIL,saler_worker,4,,50,0,1,3
10685,34,N,4,2,Y,Y,N,N,N,1,37,2,APT,145,2,JEONSE,5,1,1,WORK,2,1,WORK,2,4,3,4,4,1,,ETC,skill_own_worker,1,1,47,0,3,3
6634,35,N,4,2,Y,Y,N,N,N,2,37,2,APT,135,1,OWN,5,2,1,WORK,2,3,CHI_CARE,1,3,1,2,4,1,,HOTEL_RESTAU,saler_worker,4,,38,0,5,3
5945,36,N,4,2,Y,Y,N,N,N,1,37,2,APT,68,3,RENT_DEPOSIT,8,1,3,CHI_CARE,1,3,CHI_CARE,2,3,3,3,4,1,,MANUFACTURE,machine_tech,1,1,48,12,1,2
5950,36,N,2,0,Y,Y,N,N,N,2,37,2,APT,68,1,OWN,8,3,,,2,1,WORK,2,2,2,3,4,1,,MANUFACTURE,expert,1,1,48,0,3,5
4548,37,N,4,2,Y,Y,N,N,N,2,37,2,APT,100,1,OWN,8,2,4,HOUSEWORK,2,1,WORK,3,3,2,4,4,1,,PROFESSIONAL_SER,office_worker,1,2,25,0,1,3
4562,37,N,4,1,Y,Y,N,N,N,2,37,1,SINGLE,174,1,OWN,9,1,4,HOUSEWORK,2,5,SOCIALIZING,3,5,4,4,5,1,,EDUCATION,office_worker,1,1,40,0,1,4
4563,37,N,2,0,Y,Y,N,N,N,1,37,1,SINGLE,229,3,RENT_DEPOSIT,8,2,1,WORK,2,1,WORK,4,3,3,2,5,1,,WHOLESALE_RETAIL,saler_worker,5,,40,0,3,3
4582,37,N,3,1,Y,Y,N,N,N,2,37,2,APT,85,1,OWN,6,1,1,WORK,2,1,WORK,2,4,2,4,5,1,,SOCIAL_WELFARE,expert,1,1,50,0,3,3
4659,37,N,4,2,Y,Y,N,N,N,2,37,1,SINGLE,392,1,OWN,7,1,1,WORK,1,1,WORK,4,4,4,2,3,1,,MANUFACTURE,simple_worker,1,1,40,0,1,2
8640,38,N,4,2,Y,Y,N,N,N,1,37,2,APT,114,1,OWN,9,2,1,WORK,2,1,WORK,2,2,3,4,5,1,,MANUFACTURE,office_worker,1,1,55,0,1,3
8745,38,N,4,2,Y,Y,N,N,N,1,37,2,APT,73,1,OWN,6,1,5,SOCIALIZING,1,1,WORK,3,4,3,2,5,1,,HOTEL_RESTAU,service_worker,4,,72,0,4,3
8912,38,N,3,1,Y,Y,N,N,N,1,37,2,APT,58,2,JEONSE,6,2,1,WORK,1,1,WORK,3,5,3,4,3,1,,MANUFACTURE,machine_tech,1,1,60,0,1,2
9267,38,N,3,1,Y,Y,N,N,N,1,37,2,APT,95,1,OWN,8,3,,,2,1,WORK,2,1,3,4,4,1,,WHOLESALE_RETAIL,saler_worker,4,,30,0,5,3
9278,38,N,4,2,Y,Y,N,N,N,2,37,2,APT,74,1,OWN,5,2,1,WORK,2,3,CHI_CARE,1,3,2,4,4,1,,EDUCATION,office_worker,1,1,40,0,1,3
9292,38,N,4,1,Y,Y,N,N,N,1,37,3,SMALL_FLAT,89,1,OWN,4,3,,,2,1,WORK,2,2,2,3,3,1,,MANUFACTURE,office_worker,1,1,50,0,1,4
9307,38,N,4,2,Y,Y,N,N,N,2,37,2,APT,66,1,OWN,6,1,1,WORK,1,1,WORK,3,3,4,4,3,1,,EDUCATION,expert,1,1,40,0,1,2
6832,39,N,5,2,Y,Y,N,N,N,2,37,3,SMALL_FLAT,67,1,OWN,5,2,1,WORK,2,3,CHI_CARE,2,4,3,3,3,1,,SOCIAL_WELFARE,expert,1,1,44,0,3,3
7138,39,N,2,0,Y,Y,N,N,N,1,37,2,APT,46,2,JEONSE,6,1,1,WORK,1,1,WORK,4,5,3,2,7,1,,FINANCE,expert,1,1,56,15,1,4
7220,39,N,2,0,Y,Y,N,N,N,1,37,1,SINGLE,30,3,RENT_DEPOSIT,5,1,1,WORK,1,1,WORK,2,3,2,4,5,1,,ETC,office_worker,1,1,40,0,1,3
389,23,Y,3,1,N,Y,N,N,N,2,37,3,SMALL_FLAT,83,3,RENT_DEPOSIT,3,2,4,HOUSEWORK,2,1,WORK,3,3,2,2,4,1,,EDUCATION,simple_worker,3,1,13,0,1,3
2273,11,Y,4,2,Y,N,Y,N,N,1,37,2,APT,85,2,JEONSE,5,2,1,WORK,1,1,WORK,3,3,3,4,4,1,,IT,office_worker,1,1,40,0,1,3
3288,11,Y,3,1,Y,N,Y,N,N,1,37,3,SMALL_FLAT,40,2,JEONSE,6,1,1,WORK,1,1,WORK,3,4,3,3,5,1,,WHOLESALE_RETAIL,saler_worker,4,,72,0,3,3
7459,21,N,5,2,Y,N,Y,N,N,2,37,1,SINGLE,115,3,RENT_DEPOSIT,3,2,3,CHI_CARE,2,3,CHI_CARE,5,5,5,3,3,3,1,,,,,,,,3
7933,21,N,4,2,Y,N,Y,N,N,2,37,2,APT,79,2,JEONSE,4,3,,,2,3,CHI_CARE,4,4,2,3,4,3,1,,,,,,,,4
7983,21,N,2,0,Y,N,Y,N,N,1,37,2,APT,55,1,OWN,3,2,1,WORK,2,1,WORK,3,3,3,2,4,1,,WHOLESALE_RETAIL,machine_tech,1,1,40,0,3,3
7991,21,N,3,1,Y,N,Y,N,N,1,37,2,APT,84,1,OWN,3,2,1,WORK,2,1,WORK,3,3,3,3,5,1,,PROFESSIONAL_SER,expert,1,1,40,0,1,3
3841,22,N,3,0,Y,N,Y,N,N,1,37,2,APT,59,2,JEONSE,4,3,,,2,1,WORK,3,3,3,3,3,1,,CONSTRUCTION,skill_own_worker,3,1,48,0,3,2
3851,22,N,4,0,Y,N,Y,N,N,2,37,2,APT,59,2,JEONSE,4,2,4,HOUSEWORK,2,3,CHI_CARE,3,3,4,3,5,3,4,,,,,,,,2
4064,22,N,5,2,Y,N,Y,N,N,2,37,2,APT,60,2,JEONSE,5,3,,,2,3,CHI_CARE,3,2,3,2,5,3,1,,,,,,,,2
4068,22,N,4,2,Y,N,Y,N,N,1,37,2,APT,63,5,COMPLIMENTARY,6,1,1,WORK,1,3,CHI_CARE,1,3,2,4,5,1,,PUBLIC,expert,1,1,40,0,1,3
491,23,Y,3,1,Y,N,Y,N,N,1,37,2,APT,73,1,OWN,4,1,1,WORK,1,1,WORK,3,4,2,2,5,1,,IT,expert,1,1,40,0,1,3
523,23,Y,4,2,Y,N,Y,N,N,1,37,4,ETC,58,1,OWN,3,1,1,WORK,2,1,WORK,3,5,3,3,3,1,,MANUFACTURE,machine_tech,1,1,50,0,2,3
636,23,Y,4,2,Y,N,Y,N,N,2,37,2,APT,85,1,OWN,4,1,4,HOUSEWORK,1,3,CHI_CARE,3,4,5,4,5,3,1,,,,,,,,3
757,23,Y,4,2,Y,N,Y,N,N,1,37,3,SMALL_FLAT,37,1,OWN,4,2,7,ETC,1,1,WORK,3,2,1,4,4,1,,CONSTRUCTION,skill_own_worker,1,1,40,0,1,1
850,23,Y,4,2,Y,N,Y,N,N,1,37,2,APT,60,1,OWN,5,2,6,MOVETIME,3,,,2,2,3,3,5,1,,MANUFACTURE,office_worker,1,1,40,0,1,3
5058,24,N,2,0,Y,N,Y,N,N,1,37,1,SINGLE,52,1,OWN,3,3,,,2,1,WORK,2,2,2,4,5,1,,PROFESSIONAL_SER,expert,5,,30,0,5,2
5409,24,N,4,2,Y,N,Y,N,N,1,37,2,APT,60,1,OWN,3,1,1,WORK,1,1,WORK,4,4,3,3,4,1,,MANUFACTURE,office_worker,1,1,58,0,1,3
5459,24,N,5,3,Y,N,Y,N,N,1,37,2,APT,135,1,OWN,9,2,2,STUDY,2,1,WORK,3,3,2,2,5,1,,SOCIAL_WELFARE,expert,4,,55,0,3,3
9865,25,N,5,3,Y,N,Y,N,N,2,37,2,APT,66,5,COMPLIMENTARY,7,2,2,STUDY,4,,,4,4,4,4,5,3,1,,,,,,,,3
8476,26,N,5,3,Y,N,Y,N,N,1,37,2,APT,112,1,OWN,5,3,,,2,1,WORK,2,2,3,2,5,1,,PROFESSIONAL_SER,expert,2,1,40,0,1,3
8553,26,N,4,1,Y,N,Y,N,N,1,37,3,SMALL_FLAT,73,2,JEONSE,4,2,1,WORK,2,1,WORK,2,3,2,3,3,1,,MANUFACTURE,machine_tech,1,1,48,0,3,3
11541,29,N,4,2,Y,N,Y,N,N,1,37,2,APT,84,2,JEONSE,5,2,6,MOVETIME,2,1,WORK,2,2,3,3,7,1,,PUBLIC,expert,1,1,52,0,1,2
11555,29,N,4,2,Y,N,Y,N,N,1,37,2,APT,106,2,JEONSE,5,1,1,WORK,2,1,WORK,2,2,2,3,5,1,,MANUFACTURE,expert,1,1,80,0,1,2
11574,29,N,4,2,Y,N,Y,N,N,2,37,2,APT,84,2,JEONSE,6,3,,,2,3,CHI_CARE,2,3,3,3,5,3,1,,,,,,,,3
11587,29,N,2,0,Y,N,Y,N,N,1,37,2,APT,29,3,RENT_DEPOSIT,3,2,1,WORK,2,1,WORK,2,1,1,3,4,1,,IT,skill_own_worker,1,1,72,0,3,2
11613,29,N,3,1,Y,N,Y,N,N,1,37,2,APT,59,2,JEONSE,5,3,,,2,1,WORK,4,3,3,2,5,1,,ETC,office_worker,1,1,40,0,1,4
11633,29,N,3,1,Y,N,Y,N,N,2,37,2,APT,109,2,JEONSE,9,2,4,HOUSEWORK,2,4,HOUSEWORK,2,3,2,4,6,3,1,,,,,,,,4
11645,29,N,4,2,Y,N,Y,N,N,2,37,2,APT,85,2,JEONSE,5,1,3,CHI_CARE,1,3,CHI_CARE,1,3,2,2,5,3,1,,,,,,,,2
11646,29,N,4,1,Y,N,Y,N,N,2,37,2,APT,85,1,OWN,5,2,4,HOUSEWORK,2,4,HOUSEWORK,2,2,1,3,5,3,2,,,,,,,,1
11670,29,N,3,1,Y,N,Y,N,N,1,37,2,APT,59,1,OWN,7,3,,,2,6,HEALTH,3,3,3,3,5,1,,PROFESSIONAL_SER,expert,4,,30,0,1,3
11673,29,N,3,1,Y,N,Y,N,N,1,37,2,APT,59,1,OWN,3,1,1,WORK,1,1,WORK,3,2,3,2,6,2,,PUBLIC,office_worker,1,1,40,0,1,2
11684,29,N,4,2,Y,N,Y,N,N,2,37,2,APT,59,2,JEONSE,6,2,3,CHI_CARE,2,3,CHI_CARE,2,4,1,4,5,3,1,,,,,,,,3
104,31,Y,3,1,Y,N,Y,N,N,1,37,3,SMALL_FLAT,105,1,OWN,3,1,1,WORK,1,1,WORK,5,5,5,4,4,1,,MANUFACTURE,manager,1,1,81,0,6,4
1106,31,Y,3,1,Y,N,Y,N,N,1,37,2,APT,56,2,JEONSE,4,3,,,2,1,WORK,3,3,3,3,5,1,,MANUFACTURE,office_worker,1,1,50,0,1,2
1153,31,Y,4,2,Y,N,Y,N,N,2,37,3,SMALL_FLAT,50,1,OWN,4,3,,,2,3,CHI_CARE,3,3,3,2,4,3,1,,,,,,,,2
1158,31,Y,3,0,Y,N,Y,N,N,1,37,3,SMALL_FLAT,48,1,OWN,2,2,1,WORK,2,1,WORK,3,3,3,2,2,1,,HOTEL_RESTAU,simple_worker,1,1,72,0,3,3
1391,31,Y,4,2,Y,N,Y,N,N,2,37,2,APT,76,1,OWN,4,3,,,1,6,HEALTH,2,2,3,2,4,3,1,,,,,,,,3
1392,31,Y,4,2,Y,N,Y,N,N,2,37,2,APT,76,1,OWN,4,2,3,CHI_CARE,1,3,CHI_CARE,2,4,5,1,3,3,1,,,,,,,,2
1744,31,Y,4,2,Y,N,Y,N,N,2,37,3,SMALL_FLAT,78,1,OWN,3,2,3,CHI_CARE,2,3,CHI_CARE,2,3,3,4,3,3,1,,,,,,,,3
1784,31,Y,3,1,Y,N,Y,N,N,1,37,2,APT,60,1,OWN,4,1,1,WORK,2,1,WORK,3,5,3,3,4,1,,HOTEL_RESTAU,service_worker,1,1,54,0,1,2
1810,31,Y,4,2,Y,N,Y,N,N,2,37,2,APT,84,1,OWN,7,3,,,2,3,CHI_CARE,1,2,2,2,6,3,1,,,,,,,,2
1991,31,Y,4,2,Y,N,Y,N,N,2,37,2,APT,64,5,COMPLIMENTARY,6,2,4,HOUSEWORK,2,3,CHI_CARE,3,4,2,3,3,3,1,,,,,,,,3
2013,31,Y,5,2,Y,N,Y,N,N,2,37,2,APT,85,1,OWN,8,1,4,HOUSEWORK,1,4,HOUSEWORK,3,4,4,4,6,3,1,,,,,,,,3
2018,31,Y,3,1,Y,N,Y,N,N,2,37,2,APT,84,3,RENT_DEPOSIT,4,2,4,HOUSEWORK,2,3,CHI_CARE,3,4,4,2,5,3,2,,,,,,,,3
2053,31,Y,4,2,Y,N,Y,N,N,1,37,2,APT,81,1,OWN,5,3,,,2,1,WORK,3,3,1,2,4,1,,IT,expert,1,1,40,0,1,3
2122,31,Y,3,1,Y,N,Y,N,N,1,37,2,APT,85,1,OWN,5,1,6,MOVETIME,1,1,WORK,1,3,1,4,5,1,,WHOLESALE_RETAIL,office_worker,1,1,40,0,1,2
11813,32,N,4,2,Y,N,Y,N,N,1,37,2,APT,73,3,RENT_DEPOSIT,3,1,1,WORK,2,1,WORK,2,3,3,3,4,1,,FACILITY_MANA,simple_worker,1,1,45,0,1,2
11850,32,N,3,0,Y,N,Y,N,N,1,37,2,APT,54,1,OWN,5,3,,,2,3,CHI_CARE,4,4,1,4,3,1,,ETC,skill_own_worker,1,1,40,0,5,2
11996,32,N,4,2,Y,N,Y,N,N,1,37,2,APT,79,2,JEONSE,6,3,,,2,1,WORK,2,2,2,3,6,1,,PUBLIC,army,1,1,50,0,1,2
10906,33,N,2,0,Y,N,Y,N,N,1,37,2,APT,60,1,OWN,2,3,,,2,1,WORK,3,2,1,4,5,1,,MANUFACTURE,machine_tech,1,1,40,0,1,2
10945,33,N,4,2,Y,N,Y,N,N,1,37,2,APT,59,2,JEONSE,4,2,4,HOUSEWORK,2,1,WORK,3,4,3,2,5,1,,IT,expert,1,1,40,0,1,2
11314,33,N,3,1,Y,N,Y,N,N,1,37,2,APT,79,1,OWN,3,2,1,WORK,2,1,WORK,2,3,2,3,4,1,,MANUFACTURE,office_worker,1,1,32,0,1,2
10212,34,N,4,2,Y,N,Y,N,N,1,37,2,APT,60,1,OWN,4,1,1,WORK,1,1,WORK,3,3,3,3,5,1,,PROFESSIONAL_SER,expert,1,1,40,0,1,1
10223,34,N,4,2,Y,N,Y,N,N,1,37,2,APT,60,1,OWN,4,2,6,MOVETIME,2,1,WORK,2,2,3,3,5,1,,IT,expert,1,1,48,0,1,2
10287,34,N,4,2,Y,N,Y,N,N,1,37,2,APT,59,1,OWN,3,1,1,WORK,1,1,WORK,3,4,3,3,4,1,,MANUFACTURE,machine_tech,1,1,52,0,1,2
10361,34,N,4,2,Y,N,Y,N,N,1,37,2,APT,85,1,OWN,6,1,1,WORK,1,1,WORK,3,3,3,2,5,1,,MANUFACTURE,expert,1,1,40,0,1,3
10436,34,N,4,1,Y,N,Y,N,N,1,37,2,APT,42,3,RENT_DEPOSIT,5,1,6,MOVETIME,2,1,WORK,3,3,1,3,3,1,,TRANSPORTATION,machine_tech,5,,60,0,3,1
6230,35,N,5,1,Y,N,Y,N,N,2,37,2,APT,155,1,OWN,5,1,4,HOUSEWORK,2,4,HOUSEWORK,2,1,4,2,4,3,1,,,,,,,,4
6435,35,N,5,2,Y,N,Y,N,N,2,37,2,APT,59,1,OWN,5,3,,,2,4,HOUSEWORK,2,2,2,3,3,3,2,,,,,,,,2
6610,35,N,3,1,Y,N,Y,N,N,1,37,1,SINGLE,66,3,RENT_DEPOSIT,4,1,1,WORK,3,,,3,4,2,4,4,1,,MANUFACTURE,machine_tech,1,1,64,0,3,2
6625,35,N,3,1,Y,N,Y,N,N,1,37,2,APT,73,1,OWN,5,1,1,WORK,1,1,WORK,4,5,3,4,4,1,,CONSTRUCTION,skill_own_worker,3,1,68,0,3,3
6656,35,N,6,2,Y,N,Y,N,N,1,37,2,APT,132,1,OWN,8,2,1,WORK,2,1,WORK,3,3,3,3,3,1,,MANUFACTURE,office_worker,1,1,40,0,1,2
4696,37,N,4,2,Y,N,Y,N,N,1,37,2,APT,59,1,OWN,3,2,3,CHI_CARE,2,3,CHI_CARE,3,3,3,3,4,1,,SOCIAL_WELFARE,expert,1,1,40,0,3,2
4777,37,N,3,1,Y,N,Y,N,N,1,37,2,APT,60,2,JEONSE,5,4,,,3,,,1,3,2,3,5,1,,TRANSPORTATION,machine_tech,1,1,48,0,4,2
8639,38,N,3,1,Y,N,Y,N,N,1,37,2,APT,114,1,OWN,4,2,6,MOVETIME,1,1,WORK,3,4,3,3,4,1,,MANUFACTURE,skill_own_worker,1,1,48,0,1,3
9092,38,N,4,0,Y,N,Y,N,N,1,37,2,APT,112,1,OWN,3,1,4,HOUSEWORK,2,1,WORK,4,5,4,4,5,1,,CONSTRUCTION,office_worker,1,1,63,0,3,3
9103,38,N,7,1,Y,N,Y,N,N,2,37,2,APT,85,1,OWN,5,2,4,HOUSEWORK,1,4,HOUSEWORK,4,4,4,4,4,3,1,,,,,,,,2
9122,38,N,5,1,Y,N,Y,N,N,1,37,2,APT,108,1,OWN,4,1,1,WORK,1,1,WORK,2,4,3,2,3,1,,ETC,skill_own_worker,1,1,60,0,3,2
9220,38,N,4,1,Y,N,Y,N,N,1,37,2,APT,71,1,OWN,6,1,1,WORK,1,1,WORK,3,4,1,2,3,1,,MANUFACTURE,skill_own_worker,4,,70,0,4,3
9327,38,N,3,1,Y,N,Y,N,N,1,37,2,APT,84,1,OWN,6,1,1,WORK,1,1,WORK,4,4,3,2,6,1,,ETC,expert,5,,10,0,6,2
9394,38,N,3,1,Y,N,Y,N,N,1,37,2,APT,75,1,OWN,5,2,1,WORK,1,1,WORK,3,3,3,4,4,1,,CONSTRUCTION,office_worker,1,1,40,0,1,3
6835,39,N,3,1,Y,N,Y,N,N,1,37,3,SMALL_FLAT,66,1,OWN,4,2,1,WORK,2,1,WORK,3,3,3,3,5,1,,HOTEL_RESTAU,saler_worker,4,,80,0,5,3
6850,39,N,4,2,Y,N,Y,N,N,1,37,2,APT,112,1,OWN,6,2,1,WORK,2,1,WORK,2,1,1,3,6,1,,IT,expert,1,1,45,0,1,1
6998,39,N,4,1,Y,N,Y,N,N,1,37,2,APT,50,3,RENT_DEPOSIT,3,3,,,2,1,WORK,3,5,3,3,4,1,,CONSTRUCTION,manager,1,1,40,0,3,3
7210,39,N,4,2,Y,N,Y,N,N,2,37,2,APT,59,1,OWN,2,3,,,2,3,CHI_CARE,2,1,2,2,3,3,2,,,,,,,,2
5256,24,N,3,1,Y,N,N,Y,N,1,37,2,APT,60,1,OWN,4,1,3,CHI_CARE,2,3,CHI_CARE,1,3,1,4,4,3,8,,,,,,,,3
9611,25,N,4,2,Y,N,N,Y,N,1,37,2,APT,102,1,OWN,4,3,,,2,2,STUDY,2,2,2,4,5,3,4,,,,,,,,2
11662,29,N,3,1,N,N,Y,N,N,2,37,2,APT,85,1,OWN,5,3,,,3,,,3,3,3,3,4,3,1,,,,,,,,3
2552,11,Y,2,0,Y,N,N,N,Y,1,37,3,SMALL_FLAT,47,1,OWN,3,3,,,3,,,3,3,3,3,4,3,4,,,,,,,,1
8528,26,N,3,1,Y,N,N,N,Y,1,37,2,APT,65,1,OWN,3,2,3,CHI_CARE,2,1,WORK,2,3,3,2,4,3,4,,,,,,,,2
2619,11,Y,3,1,Y,Y,N,N,N,2,38,2,APT,84,2,JEONSE,9,2,6,MOVETIME,1,6,HEALTH,2,3,4,4,6,1,,EDUCATION,expert,1,1,46,0,1,3
2909,11,Y,3,1,Y,Y,N,N,N,1,38,2,APT,45,1,OWN,6,2,4,HOUSEWORK,1,1,WORK,3,2,5,4,4,1,,MANUFACTURE,expert,1,1,42,0,1,3
2967,11,Y,4,2,Y,Y,N,N,N,1,38,2,APT,50,3,RENT_DEPOSIT,5,3,,,2,1,WORK,3,3,3,2,3,1,,WHOLESALE_RETAIL,saler_worker,5,,93,0,3,3
3000,11,Y,4,2,Y,Y,N,N,N,1,38,2,APT,96,2,JEONSE,8,2,4,HOUSEWORK,2,1,WORK,2,2,3,3,5,1,,WHOLESALE_RETAIL,office_worker,1,1,52,0,1,2
3296,11,Y,3,1,Y,Y,N,N,N,2,38,2,APT,56,2,JEONSE,7,1,4,HOUSEWORK,2,7,ETC,2,3,5,4,5,1,,PROFESSIONAL_SER,expert,1,1,30,0,1,3
3380,11,Y,5,2,Y,Y,N,N,N,2,38,2,APT,82,2,JEONSE,9,2,1,WORK,2,1,WORK,2,3,1,3,4,1,,SOCIAL_WELFARE,office_worker,1,1,42,0,1,3
3400,11,Y,3,1,Y,Y,N,N,N,1,38,1,SINGLE,59,5,COMPLIMENTARY,6,1,1,WORK,2,1,WORK,3,4,3,3,6,1,,ETC,expert,1,1,60,0,3,2
7364,21,N,3,1,Y,Y,N,N,N,1,38,2,APT,59,1,OWN,4,1,1,WORK,2,1,WORK,2,1,3,3,4,1,,FACILITY_MANA,skill_own_worker,1,1,50,0,1,3
3718,22,N,3,1,Y,Y,N,N,N,1,38,2,APT,60,1,OWN,6,1,1,WORK,1,1,WORK,2,3,2,2,5,1,,MANUFACTURE,office_worker,4,,48,0,3,3
3748,22,N,5,2,Y,Y,N,N,N,2,38,2,APT,60,1,OWN,3,2,3,CHI_CARE,1,3,CHI_CARE,2,2,3,4,3,1,,MANUFACTURE,simple_worker,3,2,30,0,5,1
4007,22,N,2,0,Y,Y,N,N,N,2,38,3,SMALL_FLAT,85,2,JEONSE,6,2,1,WORK,1,1,WORK,2,2,3,3,4,1,,MANUFACTURE,office_worker,1,1,40,0,1,1
4113,22,N,2,0,Y,Y,N,N,N,2,38,2,APT,60,1,OWN,4,2,6,MOVETIME,2,1,WORK,2,2,1,2,4,1,,SOCIAL_WELFARE,service_worker,1,2,20,0,1,2
259,23,Y,3,1,Y,Y,N,N,N,1,38,2,APT,84,1,OWN,6,1,1,WORK,1,1,WORK,1,2,2,4,5,1,,TRANSPORTATION,office_worker,1,1,45,0,1,4
260,23,Y,4,0,Y,Y,N,N,N,1,38,2,APT,84,2,JEONSE,4,3,,,1,1,WORK,3,2,2,4,4,1,,PUBLIC,service_worker,1,1,63,0,1,3
285,23,Y,5,2,Y,Y,N,N,N,2,38,2,APT,85,2,JEONSE,9,1,1,WORK,1,1,WORK,2,4,2,4,6,1,,PROFESSIONAL_SER,expert,4,,60,0,1,3
309,23,Y,3,1,Y,Y,N,N,N,1,38,2,APT,102,1,OWN,4,4,,,2,1,WORK,2,3,2,3,4,1,,MANUFACTURE,expert,1,1,40,0,1,3
390,23,Y,2,0,Y,Y,N,N,N,1,38,1,SINGLE,13,4,RENT,3,3,,,2,1,WORK,3,3,2,2,2,1,,CONSTRUCTION,simple_worker,3,1,40,0,5,2
515,23,Y,4,1,Y,Y,N,N,N,2,38,3,SMALL_FLAT,47,1,OWN,5,2,1,WORK,2,4,HOUSEWORK,2,3,2,4,3,1,,SOCIAL_WELFARE,office_worker,1,1,48,0,3,3
692,23,Y,3,1,Y,Y,N,N,N,2,38,2,APT,56,2,JEONSE,5,1,1,WORK,1,1,WORK,3,5,3,4,4,1,,SOCIAL_WELFARE,expert,1,1,40,0,2,3
810,23,Y,4,2,Y,Y,N,N,N,2,38,2,APT,60,2,JEONSE,6,1,1,WORK,2,1,WORK,3,5,2,3,4,1,,SOCIAL_WELFARE,expert,1,1,40,0,2,3
845,23,Y,4,2,Y,Y,N,N,N,2,38,2,APT,116,1,OWN,5,3,,,2,3,CHI_CARE,1,2,3,4,5,1,,MANUFACTURE,machine_tech,2,2,12,0,5,2
957,23,Y,3,1,Y,Y,N,N,N,2,38,2,APT,85,1,OWN,9,1,1,WORK,1,1,WORK,4,5,4,4,5,1,,PUBLIC,expert,1,1,40,0,1,3
5002,24,N,5,3,Y,Y,N,N,N,1,38,2,APT,80,1,OWN,5,2,1,WORK,1,1,WORK,3,3,2,3,3,1,,MANUFACTURE,machine_tech,1,1,40,0,1,3
5216,24,N,2,0,Y,Y,N,N,N,1,38,2,APT,164,1,OWN,9,2,1,WORK,2,1,WORK,2,3,1,4,4,1,,MANUFACTURE,machine_tech,1,1,40,0,1,2
5298,24,N,4,2,Y,Y,N,N,N,1,38,2,APT,84,1,OWN,6,2,1,WORK,2,1,WORK,2,3,3,3,5,1,,FINANCE,office_worker,1,1,40,0,1,2
5446,24,N,5,3,Y,Y,N,N,N,1,38,2,APT,85,1,OWN,5,2,3,CHI_CARE,2,1,WORK,3,3,3,3,4,1,,MANUFACTURE,skill_own_worker,1,1,40,0,1,2
9950,25,N,4,2,Y,Y,N,N,N,1,38,2,APT,97,2,JEONSE,6,3,,,2,1,WORK,3,3,3,2,5,1,,WHOLESALE_RETAIL,saler_worker,4,,54,0,3,3
9953,25,N,2,0,Y,Y,N,N,N,1,38,2,APT,97,2,JEONSE,5,2,1,WORK,2,5,SOCIALIZING,1,2,1,3,5,1,,ETC,skill_own_worker,1,1,40,0,1,2
8143,26,N,4,2,Y,Y,N,N,N,1,38,1,SINGLE,66,2,JEONSE,4,1,1,WORK,1,1,WORK,3,3,3,4,4,2,,MANUFACTURE,machine_tech,1,1,52,0,1,5
8174,26,N,4,2,Y,Y,N,N,N,1,38,1,SINGLE,66,2,JEONSE,3,1,1,WORK,2,1,WORK,2,2,4,4,5,1,,EDUCATION,saler_worker,1,1,60,0,3,2
8338,26,N,4,2,Y,Y,N,N,N,1,38,2,APT,80,1,OWN,4,2,1,WORK,2,1,WORK,1,4,1,3,4,1,,TRANSPORTATION,machine_tech,1,1,48,0,1,1
8407,26,N,5,3,Y,Y,N,N,N,1,38,2,APT,99,2,JEONSE,5,2,1,WORK,2,3,CHI_CARE,3,4,3,3,3,1,,MANUFACTURE,machine_tech,1,1,56,0,2,3
11709,29,N,5,2,Y,Y,N,N,N,1,38,2,APT,84,3,RENT_DEPOSIT,4,3,,,2,1,WORK,2,2,1,3,4,1,,PUBLIC,office_worker,1,1,30,0,1,3
144,31,Y,4,1,Y,Y,N,N,N,2,38,1,SINGLE,59,2,JEONSE,6,2,1,WORK,2,1,WORK,2,2,2,2,5,1,,SOCIAL_WELFARE,office_worker,1,1,40,0,6,2
1035,31,Y,3,1,Y,Y,N,N,N,2,38,2,APT,52,2,JEONSE,6,1,6,MOVETIME,2,3,CHI_CARE,3,3,3,4,5,1,,SOCIAL_WELFARE,expert,1,1,45,25,3,3
1403,31,Y,4,1,Y,Y,N,N,N,2,38,2,APT,76,1,OWN,9,1,1,WORK,1,1,WORK,1,2,1,4,4,1,,ETC,expert,2,2,25,0,5,4
