unique_identifier,region,seoul_metro_area,n_fam_members,n_under_age10,live_toge_couple,both_work,only_man_works,only_woman_works,both_dont_work,GENDER_RESP,AGE_RESP,HOUSE_TYPE,HOUSE_TYPE2,HOUSE_SQ_METER,HOUSE_RENT,HOUSE_RENT2,HOUSEHOLD_INC,TIME_SHORTAGE,WORK_GIVEUP,WORK_GIVEUP2,HOW_TIRED,REASON_TIRED,REASON_TIRED2,SATIS_LIFE,SATIS_LEISURE,SATIS_HOUWORK_DIVISION,GENDER_ROLE,edu_level,working_status,reason_not_working,working_field,position_type,hired_status,working_time,weekly_worktime,week_sidejob_worktime,dayoff_type,health_status
8936,38,N,3,1,Y,Y,N,N,N,2,36,2,APT,84,1,OWN,7,2,3,CHI_CARE,1,3,CHI_CARE,1,3,1,4,5,2,,EDUCATION,expert,1,1,0,0,1,4
9097,38,N,3,1,Y,Y,N,N,N,1,36,2,APT,112,1,OWN,4,3,,,2,1,WORK,3,3,3,3,5,1,,HOTEL_RESTAU,service_worker,5,,70,0,5,2
9175,38,N,4,2,Y,Y,N,N,N,1,36,2,APT,112,1,OWN,8,2,1,WORK,2,1,WORK,2,3,1,3,5,1,,MANUFACTURE,office_worker,1,1,40,0,1,2
9178,38,N,4,2,Y,Y,N,N,N,1,36,2,APT,112,1,OWN,7,2,1,WORK,2,1,WORK,2,3,3,4,5,1,,MANUFACTURE,office_worker,1,1,44,0,1,3
6807,39,N,2,0,Y,Y,N,N,N,2,36,1,SINGLE,58,4,RENT,5,1,1,WORK,1,1,WORK,3,3,3,4,3,1,,AGRICULTURE,simple_worker,3,2,10,0,5,3
7011,39,N,4,2,Y,Y,N,N,N,1,36,2,APT,84,2,JEONSE,7,1,1,WORK,2,1,WORK,2,4,3,3,5,1,,PUBLIC,service_worker,1,1,75,0,6,3
7127,39,N,4,2,Y,Y,N,N,N,1,36,4,ETC,84,1,OWN,5,2,1,WORK,2,1,WORK,3,2,3,2,4,1,,IT,service_worker,1,1,40,0,1,2
7132,39,N,3,1,Y,Y,N,N,N,1,36,4,ETC,85,2,JEONSE,6,2,1,WORK,2,1,WORK,2,3,3,3,5,1,,ETC,office_worker,1,1,40,0,1,2
2275,11,Y,4,2,Y,N,Y,N,N,2,36,2,APT,85,1,OWN,8,3,,,2,3,CHI_CARE,2,3,3,2,5,3,1,,,,,,,,3
2316,11,Y,3,1,Y,N,Y,N,N,1,36,3,SMALL_FLAT,50,2,JEONSE,3,1,1,WORK,1,1,WORK,5,5,3,2,3,1,,TRANSPORTATION,simple_worker,1,1,72,0,3,3
2542,11,Y,4,2,Y,N,Y,N,N,1,36,1,SINGLE,72,2,JEONSE,4,2,6,MOVETIME,2,1,WORK,3,4,3,3,3,1,,WHOLESALE_RETAIL,saler_worker,1,1,52,0,1,3
2638,11,Y,4,2,Y,N,Y,N,N,1,36,3,SMALL_FLAT,82,1,OWN,9,2,1,WORK,2,1,WORK,3,4,3,2,6,1,,SOCIAL_WELFARE,expert,1,1,80,0,3,3
2812,11,Y,2,0,Y,N,Y,N,N,1,36,2,APT,120,1,OWN,5,1,1,WORK,2,1,WORK,2,4,1,2,5,1,,EDUCATION,expert,1,1,42,0,1,1
2904,11,Y,3,1,Y,N,Y,N,N,1,36,2,APT,46,1,OWN,9,1,3,CHI_CARE,1,1,WORK,2,4,3,2,5,1,,FACILITY_MANA,service_worker,4,,60,0,5,3
3334,11,Y,4,2,Y,N,Y,N,N,2,36,2,APT,85,3,RENT_DEPOSIT,5,2,5,SOCIALIZING,2,4,HOUSEWORK,2,2,3,4,4,3,1,,,,,,,,3
3338,11,Y,3,1,Y,N,Y,N,N,2,36,2,APT,60,1,OWN,8,3,,,2,3,CHI_CARE,1,1,3,4,5,3,1,,,,,,,,2
3406,11,Y,3,1,Y,N,Y,N,N,2,36,3,SMALL_FLAT,45,1,OWN,5,2,4,HOUSEWORK,1,3,CHI_CARE,2,4,4,3,5,3,1,,,,,,,,2
3420,11,Y,3,1,Y,N,Y,N,N,1,36,1,SINGLE,82,3,RENT_DEPOSIT,5,1,1,WORK,2,1,WORK,3,4,3,4,4,1,,IT,expert,1,1,40,0,1,2
7791,21,N,4,2,Y,N,Y,N,N,1,36,2,APT,60,1,OWN,4,2,1,WORK,2,1,WORK,2,2,2,1,4,1,,MANUFACTURE,expert,1,1,52,0,1,3
7925,21,N,3,1,Y,N,Y,N,N,1,36,3,SMALL_FLAT,45,1,OWN,6,3,,,3,,,3,3,3,3,5,1,,WHOLESALE_RETAIL,saler_worker,1,1,40,0,5,3
3855,22,N,4,2,Y,N,Y,N,N,2,36,2,APT,109,1,OWN,7,1,4,HOUSEWORK,1,4,HOUSEWORK,3,5,5,4,4,3,2,,,,,,,,4
290,23,Y,4,2,Y,N,Y,N,N,2,36,2,APT,85,1,OWN,5,3,,,2,3,CHI_CARE,2,2,2,2,4,3,1,,,,,,,,2
306,23,Y,4,2,Y,N,Y,N,N,1,36,2,APT,102,1,OWN,5,1,1,WORK,2,1,WORK,3,3,3,2,4,1,,TRANSPORTATION,simple_worker,1,1,40,0,1,3
477,23,Y,4,1,Y,N,Y,N,N,1,36,3,SMALL_FLAT,84,1,OWN,3,1,6,MOVETIME,1,1,WORK,4,4,2,3,4,1,,TRANSPORTATION,skill_own_worker,1,1,52,0,2,3
693,23,Y,3,1,Y,N,Y,N,N,1,36,2,APT,56,1,OWN,3,2,3,CHI_CARE,2,1,WORK,2,3,2,3,4,1,,CONSTRUCTION,office_worker,4,,55,0,3,3
855,23,Y,5,1,Y,N,Y,N,N,1,36,3,SMALL_FLAT,59,2,JEONSE,3,2,6,MOVETIME,1,1,WORK,3,1,1,1,3,1,,MANUFACTURE,skill_own_worker,1,1,48,0,1,3
963,23,Y,4,2,Y,N,Y,N,N,2,36,2,APT,85,3,RENT_DEPOSIT,8,1,4,HOUSEWORK,2,3,CHI_CARE,2,3,2,4,4,3,1,,,,,,,,4
5065,24,N,3,1,Y,N,Y,N,N,1,36,1,SINGLE,52,1,OWN,4,1,1,WORK,1,1,WORK,3,4,2,3,5,1,,WHOLESALE_RETAIL,office_worker,1,1,40,0,1,2
5383,24,N,3,0,Y,N,Y,N,N,1,36,1,SINGLE,180,3,RENT_DEPOSIT,3,3,,,1,1,WORK,2,3,2,2,5,1,,FINANCE,saler_worker,1,1,40,0,1,2
5407,24,N,4,2,Y,N,Y,N,N,1,36,2,APT,60,1,OWN,3,1,5,SOCIALIZING,2,1,WORK,2,3,3,2,5,1,,CONSTRUCTION,skill_own_worker,2,1,52,0,5,2
5437,24,N,3,1,Y,N,Y,N,N,2,36,1,SINGLE,59,1,OWN,5,2,4,HOUSEWORK,1,4,HOUSEWORK,3,4,5,4,4,3,1,,,,,,,,3
5463,24,N,3,1,Y,N,Y,N,N,1,36,2,APT,132,1,OWN,4,3,,,2,3,CHI_CARE,2,1,1,4,5,1,,EDUCATION,expert,1,1,40,0,1,3
5489,24,N,3,1,Y,N,Y,N,N,1,36,2,APT,58,1,OWN,8,2,1,WORK,2,1,WORK,2,3,1,4,5,1,,WHOLESALE_RETAIL,expert,1,1,52,0,3,2
9582,25,N,6,2,Y,N,Y,N,N,1,36,2,APT,83,1,OWN,3,2,1,WORK,1,1,WORK,2,3,3,3,3,1,,WHOLESALE_RETAIL,simple_worker,5,,60,0,3,4
9698,25,N,4,1,Y,N,Y,N,N,1,36,1,SINGLE,40,3,RENT_DEPOSIT,3,1,1,WORK,1,1,WORK,3,3,3,2,5,1,,HOTEL_RESTAU,service_worker,1,1,48,0,3,2
9824,25,N,4,2,Y,N,Y,N,N,1,36,2,APT,147,1,OWN,6,3,,,1,3,CHI_CARE,2,1,3,3,6,1,,CONSTRUCTION,office_worker,1,1,40,0,1,3
9968,25,N,3,1,Y,N,Y,N,N,1,36,1,SINGLE,99,2,JEONSE,3,2,1,WORK,2,1,WORK,2,2,2,3,5,1,,IT,office_worker,1,1,40,0,1,2
8182,26,N,5,1,Y,N,Y,N,N,2,36,1,SINGLE,105,1,OWN,4,2,3,CHI_CARE,2,3,CHI_CARE,3,4,3,3,4,3,1,,,,,,,,3
8266,26,N,4,2,Y,N,Y,N,N,1,36,2,APT,105,2,JEONSE,5,2,1,WORK,1,1,WORK,4,3,3,3,5,1,,MANUFACTURE,expert,1,1,48,0,3,3
8397,26,N,5,2,Y,N,Y,N,N,1,36,2,APT,99,2,JEONSE,5,2,1,WORK,2,1,WORK,2,3,2,2,5,1,,MANUFACTURE,office_worker,1,1,50,0,1,2
8518,26,N,4,2,Y,N,Y,N,N,1,36,2,APT,65,1,OWN,3,1,1,WORK,1,1,WORK,3,3,3,2,4,1,,MANUFACTURE,skill_own_worker,1,1,52,0,1,4
11562,29,N,4,2,Y,N,Y,N,N,2,36,2,APT,84,2,JEONSE,9,3,,,2,3,CHI_CARE,2,2,2,2,5,3,1,,,,,,,,1
11615,29,N,4,2,Y,N,Y,N,N,1,36,2,APT,59,1,OWN,4,2,6,MOVETIME,2,1,WORK,2,1,2,3,6,1,,EDUCATION,expert,1,1,40,0,1,2
11665,29,N,4,2,Y,N,Y,N,N,1,36,2,APT,59,1,OWN,4,1,7,ETC,1,1,WORK,3,4,3,2,5,1,,MANUFACTURE,expert,1,1,40,0,1,4
11700,29,N,2,0,Y,N,Y,N,N,2,36,2,APT,59,3,RENT_DEPOSIT,3,3,,,3,,,3,3,3,3,5,3,2,,,,,,,,3
11744,29,N,4,2,Y,N,Y,N,N,1,36,2,APT,84,2,JEONSE,5,2,1,WORK,2,1,WORK,1,2,1,3,6,1,,ETC,manager,1,1,50,0,1,2
71,31,Y,5,3,Y,N,Y,N,N,1,36,2,APT,66,2,JEONSE,4,1,1,WORK,1,1,WORK,1,3,1,3,4,1,,FACILITY_MANA,saler_worker,5,,40,0,1,2
1144,31,Y,5,1,Y,N,Y,N,N,1,36,2,APT,58,1,OWN,5,1,1,WORK,1,1,WORK,2,3,3,3,4,1,,MANUFACTURE,skill_own_worker,1,2,60,0,1,4
1254,31,Y,4,2,Y,N,Y,N,N,2,36,2,APT,85,1,OWN,4,2,3,CHI_CARE,2,3,CHI_CARE,3,4,2,3,5,3,1,,,,,,,,2
1255,31,Y,3,1,Y,N,Y,N,N,1,36,2,APT,85,1,OWN,4,2,6,MOVETIME,1,1,WORK,3,2,3,2,5,1,,MANUFACTURE,expert,1,1,48,0,1,4
1293,31,Y,4,2,Y,N,Y,N,N,1,36,2,APT,122,2,JEONSE,7,2,6,MOVETIME,1,1,WORK,3,4,3,4,5,1,,WHOLESALE_RETAIL,office_worker,1,1,60,0,1,3
1298,31,Y,4,2,Y,N,Y,N,N,2,36,2,APT,122,1,OWN,6,2,3,CHI_CARE,2,3,CHI_CARE,3,3,3,4,6,3,1,,,,,,,,3
1313,31,Y,2,0,Y,N,Y,N,N,1,36,1,SINGLE,24,2,JEONSE,3,2,1,WORK,2,5,SOCIALIZING,2,2,2,3,6,1,,ETC,expert,1,1,60,0,5,1
1612,31,Y,3,1,Y,N,Y,N,N,1,36,2,APT,113,1,OWN,7,3,,,2,1,WORK,2,2,2,3,7,1,,MANUFACTURE,expert,1,1,40,0,1,2
1666,31,Y,3,1,Y,N,Y,N,N,2,36,2,APT,101,1,OWN,8,2,4,HOUSEWORK,1,3,CHI_CARE,2,3,4,4,5,3,1,,,,,,,,2
1698,31,Y,4,2,Y,N,Y,N,N,1,36,2,APT,85,1,OWN,4,2,3,CHI_CARE,2,1,WORK,3,4,3,1,5,1,,MANUFACTURE,office_worker,1,1,55,0,2,3
1912,31,Y,5,3,Y,N,Y,N,N,2,36,2,APT,60,1,OWN,4,1,3,CHI_CARE,1,3,CHI_CARE,4,5,4,4,6,3,1,,,,,,,,3
2078,31,Y,3,1,Y,N,Y,N,N,2,36,2,APT,75,1,OWN,4,3,,,3,,,1,1,1,4,5,3,4,,,,,,,,3
2135,31,Y,4,2,Y,N,Y,N,N,1,36,2,APT,84,1,OWN,5,1,1,WORK,2,1,WORK,3,3,1,1,4,1,,CONSTRUCTION,office_worker,1,1,40,0,1,3
11791,32,N,2,0,Y,N,Y,N,N,1,36,2,APT,56,1,OWN,6,2,1,WORK,2,1,WORK,2,2,3,3,5,1,,IT,expert,4,,40,0,1,2
12093,32,N,4,2,Y,N,Y,N,N,1,36,2,APT,60,1,OWN,2,2,3,CHI_CARE,1,1,WORK,2,3,3,3,5,1,,WHOLESALE_RETAIL,saler_worker,2,1,40,0,3,3
12210,32,N,4,2,Y,N,Y,N,N,1,36,2,APT,112,1,OWN,3,1,6,MOVETIME,1,3,CHI_CARE,3,3,3,3,4,1,,CONSTRUCTION,agri_worker,1,1,48,0,2,2
10877,33,N,4,2,Y,N,Y,N,N,1,36,2,APT,85,1,OWN,4,1,1,WORK,2,1,WORK,3,4,2,3,5,1,,MANUFACTURE,machine_tech,1,1,60,0,3,2
10438,34,N,5,3,Y,N,Y,N,N,2,36,2,APT,52,3,RENT_DEPOSIT,4,2,3,CHI_CARE,2,3,CHI_CARE,3,3,4,3,3,3,1,,,,,,,,2
6341,35,N,5,2,Y,N,Y,N,N,1,36,1,SINGLE,59,3,RENT_DEPOSIT,3,1,1,WORK,1,1,WORK,3,3,3,2,3,1,,WHOLESALE_RETAIL,simple_worker,1,2,70,0,6,1
6364,35,N,3,1,Y,N,Y,N,N,1,36,2,APT,79,1,OWN,4,1,1,WORK,3,,,3,3,1,4,5,1,,PUBLIC,office_worker,1,1,52,0,1,2
5808,36,N,4,2,Y,N,Y,N,N,1,36,2,APT,85,1,OWN,5,2,5,SOCIALIZING,2,3,CHI_CARE,2,4,1,4,5,1,,PUBLIC,service_worker,1,1,40,0,1,1
5942,36,N,5,3,Y,N,Y,N,N,2,36,2,APT,68,1,OWN,7,3,,,3,,,1,1,2,3,3,3,1,,,,,,,,2
4425,37,N,4,1,Y,N,Y,N,N,1,36,1,SINGLE,198,1,OWN,4,3,,,1,1,WORK,3,1,3,3,4,1,,AGRICULTURE,agri_worker,4,,40,0,5,2
4565,37,N,4,2,Y,N,Y,N,N,2,36,1,SINGLE,229,1,OWN,4,2,3,CHI_CARE,2,3,CHI_CARE,2,2,3,3,5,3,1,,,,,,,,3
8911,38,N,3,1,Y,N,Y,N,N,1,36,2,APT,58,1,OWN,3,1,1,WORK,1,1,WORK,3,4,3,3,5,1,,AGRICULTURE,agri_worker,4,,60,0,5,3
9182,38,N,4,2,Y,N,Y,N,N,1,36,2,APT,112,1,OWN,5,2,1,WORK,2,1,WORK,2,3,2,2,5,1,,MANUFACTURE,office_worker,1,1,48,0,1,2
9226,38,N,2,0,Y,N,Y,N,N,1,36,2,APT,71,1,OWN,5,1,1,WORK,1,1,WORK,4,5,1,2,5,1,,WHOLESALE_RETAIL,saler_worker,5,,54,0,3,2
9298,38,N,3,1,Y,N,Y,N,N,1,36,2,APT,66,1,OWN,4,2,1,WORK,2,1,WORK,3,4,2,3,3,1,,TRANSPORTATION,machine_tech,5,,50,0,5,3
9335,38,N,4,2,Y,N,Y,N,N,1,36,2,APT,84,2,JEONSE,4,3,,,2,3,CHI_CARE,2,2,2,4,5,1,,MANUFACTURE,expert,1,1,40,0,1,1
9397,38,N,3,1,Y,N,Y,N,N,2,36,2,APT,75,1,OWN,4,3,,,2,2,STUDY,2,2,3,3,5,3,1,,,,,,,,2
9410,38,N,2,0,Y,N,Y,N,N,2,36,1,SINGLE,80,2,JEONSE,3,3,,,3,,,4,4,2,2,3,3,2,,,,,,,,4
2382,11,Y,3,1,Y,N,N,Y,N,2,36,3,SMALL_FLAT,32,2,JEONSE,4,1,1,WORK,1,1,WORK,4,4,3,4,3,1,,WHOLESALE_RETAIL,office_worker,1,1,45,0,1,3
3189,11,Y,3,1,Y,N,N,Y,N,1,36,2,APT,191,1,OWN,9,2,5,SOCIALIZING,2,5,SOCIALIZING,3,3,3,3,5,3,4,,,,,,,,3
11650,29,N,5,2,Y,N,N,Y,N,2,36,2,APT,85,3,RENT_DEPOSIT,3,1,4,HOUSEWORK,1,4,HOUSEWORK,5,5,5,4,5,1,,EDUCATION,service_worker,2,1,45,0,1,3
8949,38,N,2,0,Y,N,N,Y,N,2,36,2,APT,84,2,JEONSE,5,2,1,WORK,1,1,WORK,3,2,3,4,5,1,,EDUCATION,expert,1,2,27,0,1,3
1266,31,Y,3,1,N,N,Y,N,N,2,36,2,APT,84,2,JEONSE,2,3,,,3,,,1,1,1,4,5,3,7,,,,,,,,1
2417,11,Y,2,0,Y,N,N,N,Y,2,36,3,SMALL_FLAT,37,2,JEONSE,2,3,,,2,1,WORK,1,1,1,4,4,3,4,,,,,,,,1
2264,11,Y,2,0,Y,Y,N,N,N,1,37,2,APT,72,1,OWN,8,3,,,2,1,WORK,3,4,1,3,5,1,,PUBLIC,service_worker,1,1,70,0,3,3
2272,11,Y,4,2,Y,Y,N,N,N,2,37,2,APT,85,1,OWN,9,1,1,WORK,2,1,WORK,2,4,3,4,5,1,,PROFESSIONAL_SER,office_worker,1,1,45,0,1,2
2561,11,Y,4,1,Y,Y,N,N,N,1,37,1,SINGLE,59,1,OWN,6,2,1,WORK,2,1,WORK,1,2,3,3,3,1,,WHOLESALE_RETAIL,office_worker,1,1,40,5,1,1
2657,11,Y,4,2,Y,Y,N,N,N,1,37,3,SMALL_FLAT,59,1,OWN,5,2,6,MOVETIME,2,1,WORK,2,2,3,3,5,1,,IT,expert,1,1,40,0,1,3
2731,11,Y,4,2,Y,Y,N,N,N,2,37,3,SMALL_FLAT,69,1,OWN,6,1,3,CHI_CARE,2,3,CHI_CARE,4,5,2,2,5,1,,EDUCATION,expert,2,2,15,0,6,2
2896,11,Y,2,0,Y,Y,N,N,N,2,37,2,APT,45,2,JEONSE,6,1,1,WORK,1,1,WORK,3,3,3,4,4,1,,MANUFACTURE,office_worker,1,1,40,0,1,3
2905,11,Y,4,2,Y,Y,N,N,N,2,37,2,APT,46,1,OWN,5,1,3,CHI_CARE,2,3,CHI_CARE,3,4,5,4,6,1,,EDUCATION,expert,2,2,6,0,5,3
2944,11,Y,2,0,Y,Y,N,N,N,1,37,4,ETC,198,3,RENT_DEPOSIT,8,1,1,WORK,1,1,WORK,4,5,3,4,6,1,,WHOLESALE_RETAIL,office_worker,1,1,50,0,1,2
2987,11,Y,3,1,Y,Y,N,N,N,1,37,2,APT,96,2,JEONSE,7,2,1,WORK,2,3,CHI_CARE,2,2,2,3,5,1,,IT,expert,1,1,52,0,1,3
3228,11,Y,2,0,Y,Y,N,N,N,1,37,2,APT,55,2,JEONSE,7,2,6,MOVETIME,2,5,SOCIALIZING,2,3,3,4,5,1,,PROFESSIONAL_SER,office_worker,1,1,40,0,1,1
3379,11,Y,5,1,Y,Y,N,N,N,2,37,2,APT,82,1,OWN,7,2,4,HOUSEWORK,1,2,STUDY,2,3,5,3,3,1,,HOTEL_RESTAU,service_worker,3,2,15,0,1,3
3407,11,Y,4,1,Y,Y,N,N,N,2,37,3,SMALL_FLAT,66,1,OWN,4,1,1,WORK,1,1,WORK,2,3,1,4,4,1,,FINANCE,saler_worker,1,1,35,0,1,3
7421,21,N,4,2,Y,Y,N,N,N,1,37,2,APT,60,1,OWN,5,2,4,HOUSEWORK,2,1,WORK,2,3,2,3,4,1,,WHOLESALE_RETAIL,office_worker,5,,65,0,3,3
7428,21,N,4,2,Y,Y,N,N,N,2,37,3,SMALL_FLAT,53,1,OWN,6,1,3,CHI_CARE,1,3,CHI_CARE,4,4,5,4,4,1,,ETC,service_worker,5,,30,0,1,1
7674,21,N,3,1,Y,Y,N,N,N,1,37,2,APT,81,1,OWN,9,3,,,3,,,1,1,2,4,5,1,,EDUCATION,office_worker,1,1,40,0,1,2
7895,21,N,4,2,Y,Y,N,N,N,2,37,2,APT,59,3,RENT_DEPOSIT,4,2,4,HOUSEWORK,2,3,CHI_CARE,5,5,5,4,4,1,,MANUFACTURE,simple_worker,2,2,30,0,5,4
7976,21,N,4,2,Y,Y,N,N,N,2,37,3,SMALL_FLAT,68,1,OWN,4,2,3,CHI_CARE,1,3,CHI_CARE,3,4,1,4,4,1,,HOTEL_RESTAU,service_worker,2,2,12,0,1,3
3631,22,N,5,3,Y,Y,N,N,N,2,37,2,APT,85,1,OWN,7,3,,,2,3,CHI_CARE,1,2,3,4,5,2,,EDUCATION,office_worker,1,1,0,0,1,1
3708,22,N,3,1,Y,Y,N,N,N,1,37,2,APT,60,1,OWN,6,2,1,WORK,1,1,WORK,1,3,2,2,4,1,,MANUFACTURE,office_worker,1,1,55,0,1,3
3993,22,N,3,1,Y,Y,N,N,N,2,37,2,APT,84,1,OWN,6,3,,,2,1,WORK,3,4,3,4,4,1,,SOCIAL_WELFARE,expert,1,1,40,0,1,2
4001,22,N,2,0,Y,Y,N,N,N,1,37,2,APT,84,1,OWN,5,1,6,MOVETIME,2,1,WORK,3,3,3,4,5,1,,MANUFACTURE,skill_own_worker,1,1,40,10,1,4
4073,22,N,4,2,Y,Y,N,N,N,2,37,2,APT,60,1,OWN,5,1,3,CHI_CARE,2,3,CHI_CARE,2,2,2,4,5,1,,PUBLIC,office_worker,1,1,40,0,1,2
457,23,Y,3,1,Y,Y,N,N,N,1,37,2,APT,96,2,JEONSE,6,1,1,WORK,1,1,WORK,5,5,4,3,5,1,,PUBLIC,office_worker,1,1,68,0,1,2
463,23,Y,4,2,Y,Y,N,N,N,1,37,2,APT,96,1,OWN,7,2,1,WORK,2,1,WORK,2,3,3,2,5,1,,MANUFACTURE,saler_worker,4,,60,0,3,2
522,23,Y,3,1,Y,Y,N,N,N,2,37,4,ETC,59,2,JEONSE,9,2,4,HOUSEWORK,2,4,HOUSEWORK,3,3,3,4,4,1,,WHOLESALE_RETAIL,saler_worker,1,1,40,0,2,2
584,23,Y,3,1,Y,Y,N,N,N,1,37,2,APT,47,3,RENT_DEPOSIT,4,2,1,WORK,3,,,3,4,2,3,3,1,,MANUFACTURE,office_worker,1,1,50,0,1,2
635,23,Y,3,1,Y,Y,N,N,N,1,37,2,APT,85,1,OWN,5,2,6,MOVETIME,2,1,WORK,2,3,1,4,5,1,,PUBLIC,office_worker,1,1,60,0,1,2
729,23,Y,2,0,Y,Y,N,N,N,2,37,1,SINGLE,33,3,RENT_DEPOSIT,8,3,,,3,,,3,3,3,2,3,1,,FINANCE,saler_worker,2,2,16,0,1,3
777,23,Y,3,1,Y,Y,N,N,N,1,37,3,SMALL_FLAT,50,1,OWN,5,2,6,MOVETIME,1,1,WORK,3,2,2,4,4,1,,TRANSPORTATION,machine_tech,1,1,52,1,4,3
4924,24,N,4,2,Y,Y,N,N,N,1,37,2,APT,85,1,OWN,7,2,5,SOCIALIZING,2,5,SOCIALIZING,3,3,2,2,4,1,,MANUFACTURE,office_worker,1,1,50,0,1,2
4989,24,N,4,2,Y,Y,N,N,N,1,37,2,APT,60,2,JEONSE,4,3,,,3,,,2,3,2,4,5,1,,MANUFACTURE,machine_tech,1,1,44,0,3,3
5499,24,N,4,2,Y,Y,N,N,N,1,37,2,APT,60,1,OWN,4,2,6,MOVETIME,1,1,WORK,3,3,3,2,4,1,,FACILITY_MANA,simple_worker,1,1,40,0,1,2
9563,25,N,5,2,Y,Y,N,N,N,1,37,2,APT,92,2,JEONSE,3,1,1,WORK,1,1,WORK,5,5,3,2,3,1,,ETC,skill_own_worker,5,,60,5,5,3
9650,25,N,5,3,Y,Y,N,N,N,1,37,2,APT,99,1,OWN,6,1,1,WORK,1,1,WORK,3,4,3,3,5,1,,WHOLESALE_RETAIL,saler_worker,1,1,45,0,1,2
9848,25,N,3,1,Y,Y,N,N,N,1,37,2,APT,76,1,OWN,5,1,1,WORK,1,1,WORK,2,5,3,3,5,1,,WHOLESALE_RETAIL,office_worker,1,1,45,0,1,2
8589,26,N,4,2,Y,Y,N,N,N,2,37,2,APT,119,3,RENT_DEPOSIT,7,3,,,2,1,WORK,2,2,3,2,4,1,,ETC,service_worker,5,,56,0,3,2
8602,26,N,4,2,Y,Y,N,N,N,1,37,2,APT,96,1,OWN,5,1,1,WORK,1,1,WORK,4,4,4,4,3,1,,MANUFACTURE,machine_tech,1,1,40,0,1,2
11513,29,N,4,2,Y,Y,N,N,N,1,37,2,APT,84,1,OWN,9,2,1,WORK,2,1,WORK,2,3,3,3,5,1,,MANUFACTURE,expert,1,1,45,0,1,1
57,31,Y,3,1,Y,Y,N,N,N,1,37,3,SMALL_FLAT,59,2,JEONSE,5,1,6,MOVETIME,2,1,WORK,3,4,1,4,4,1,,MANUFACTURE,office_worker,1,1,40,0,1,2
200,31,Y,2,0,Y,Y,N,N,N,2,37,2,APT,69,2,JEONSE,4,1,4,HOUSEWORK,1,6,HEALTH,3,4,1,4,3,1,,MANUFACTURE,machine_tech,2,2,40,0,1,3
1043,31,Y,3,1,Y,Y,N,N,N,1,37,2,APT,52,1,OWN,5,1,1,WORK,2,1,WORK,3,4,3,3,5,1,,MANUFACTURE,skill_own_worker,1,1,60,0,4,3
1124,31,Y,4,2,Y,Y,N,N,N,1,37,2,APT,85,1,OWN,8,2,1,WORK,2,1,WORK,2,4,2,4,6,1,,PROFESSIONAL_SER,expert,1,1,43,0,1,2
1394,31,Y,5,3,Y,Y,N,N,N,2,37,2,APT,76,2,JEONSE,5,1,6,MOVETIME,2,3,CHI_CARE,2,3,1,4,5,1,,EDUCATION,office_worker,2,2,25,0,1,2
1479,31,Y,2,0,Y,Y,N,N,N,1,37,3,SMALL_FLAT,44,1,OWN,6,1,1,WORK,1,1,WORK,5,4,3,4,5,1,,IT,expert,1,1,50,0,1,3
1637,31,Y,3,1,Y,Y,N,N,N,1,37,3,SMALL_FLAT,182,3,RENT_DEPOSIT,6,3,,,2,1,WORK,3,2,2,3,6,1,,WHOLESALE_RETAIL,expert,1,1,50,0,1,2
2120,31,Y,4,2,Y,Y,N,N,N,1,37,2,APT,84,2,JEONSE,8,1,5,SOCIALIZING,1,1,WORK,3,4,3,3,5,1,,PUBLIC,office_worker,1,1,40,0,1,3
11796,32,N,3,1,Y,Y,N,N,N,1,37,2,APT,63,3,RENT_DEPOSIT,3,2,1,WORK,2,1,WORK,1,2,2,1,6,1,,WHOLESALE_RETAIL,saler_worker,1,1,40,0,1,3
12122,32,N,4,2,Y,Y,N,N,N,1,37,2,APT,85,1,OWN,7,2,3,CHI_CARE,2,3,CHI_CARE,2,2,5,3,4,1,,ETC,skill_own_worker,1,1,40,0,1,2
10775,33,N,5,2,Y,Y,N,N,N,1,37,2,APT,82,1,OWN,8,2,1,WORK,1,1,WORK,3,4,3,4,4,1,,MANUFACTURE,machine_tech,1,1,52,0,1,3
10955,33,N,4,2,Y,Y,N,N,N,1,37,2,APT,59,1,OWN,5,1,1,WORK,1,1,WORK,4,5,3,4,4,1,,ETC,machine_tech,1,1,48,0,1,3
10958,33,N,3,1,Y,Y,N,N,N,1,37,2,APT,59,1,OWN,5,2,1,WORK,2,1,WORK,2,3,3,3,5,1,,FACILITY_MANA,skill_own_worker,1,1,52,0,1,3
10976,33,N,3,1,Y,Y,N,N,N,1,37,2,APT,84,1,OWN,8,2,4,HOUSEWORK,2,4,HOUSEWORK,3,4,3,3,3,1,,MANUFACTURE,office_worker,1,1,40,0,1,2
10243,34,N,3,0,Y,Y,N,N,N,2,37,2,APT,39,1,OWN,6,3,,,1,1,WORK,4,4,5,4,4,1,,SOCIAL_WELFARE,expert,1,1,45,0,1,2
10370,34,N,4,2,Y,Y,N,N,N,1,37,2,APT,84,1,OWN,7,3,,,3,,,2,2,2,3,6,1,,MANUFACTURE,machine_tech,1,1,50,0,1,1
10399,34,N,4,2,Y,Y,N,N,N,1,37,2,APT,102,2,JEONSE,8,2,1,WORK,2,1,WORK,3,3,3,3,5,1,,MANUFACTURE,service_worker,1,1,40,0,1,3
